,incident_date,incident_parent,location,neighborhood,council_district,police_district
5162,2021-01-28 02:54:00,Robbery,-78.839 42.885,Broadway Fillmore,FILLMORE,District C
5163,2021-01-28 03:00:00,Theft,-78.808 42.867,Kaisertown,LOVEJOY,District A
5164,2021-01-28 03:51:00,Assault,-78.812 42.943,Kensington-Bailey,UNIVERSITY,District E
5165,2021-01-28 06:01:00,Assault,-78.804 42.874,Kaisertown,LOVEJOY,District A
5166,2021-01-28 07:00:00,Theft,-78.81 42.885,Lovejoy,LOVEJOY,District C
5167,2021-01-28 07:20:00,Theft,-78.874 42.909,Elmwood Bryant,NIAGARA,District B
5168,2021-01-28 07:25:00,Theft,-78.878 42.954,North Park,NORTH,District D
5169,2021-01-28 07:33:00,Theft,-78.857 42.915,Masten Park,MASTEN,District E
5170,2021-01-28 07:45:00,Sexual Offense,-78.903 42.943,Black Rock,NORTH,District D
5171,2021-01-28 10:00:00,Sexual Offense,-78.87942 42.9462141,North Park,NORTH,District D
5172,2021-01-28 10:33:00,Assault,-78.864 42.896,Fruit Belt,ELLICOTT,District B
5173,2021-01-28 12:00:00,Sexual Offense,-78.865 42.901,Fruit Belt,ELLICOTT,District B
5174,2021-01-28 14:07:00,Sexual Offense,-78.866 42.912,Masten Park,ELLICOTT,District B
5175,2021-01-28 14:29:00,Breaking & Entering,-78.852 42.881,Broadway Fillmore,FILLMORE,District C
5176,2021-01-28 15:00:00,Sexual Offense,-78.898 42.914,Upper West Side,NIAGARA,District B
5177,2021-01-28 16:15:00,Theft,-78.898 42.955,Riverside,NORTH,District D
5178,2021-01-28 17:00:00,Theft,-78.808 42.946,Kensington-Bailey,UNIVERSITY,District E
5179,2021-01-28 17:05:00,Breaking & Entering,-78.848961 42.9058207,Masten Park,ELLICOTT,District C
5180,2021-01-28 18:32:00,Assault,-78.831 42.906,MLK Park,FILLMORE,District C
5181,2021-01-28 20:07:00,Theft,-78.829 42.955,University Heights,UNIVERSITY,District E
5182,2021-01-28 20:33:00,Sexual Offense,-78.891 42.931,Upper West Side,NORTH,District D
5183,2021-01-28 20:37:00,Theft,-78.893 42.907,West Side,NIAGARA,District B
5184,2021-01-28 21:28:00,Robbery,-78.877 42.92,Elmwood Bidwell,DELAWARE,District D
5185,2021-01-28 23:00:00,Sexual Offense,-78.823 42.85,South Park,SOUTH,District A
5186,2021-01-28 23:11:00,Assault,-78.815 42.926,,,
5187,2021-01-28 23:25:00,Theft,-78.879 42.899,Allentown,FILLMORE,District B
5188,2021-01-29 00:00:00,Theft,-78.884 42.948,North Park,DELAWARE,District D
5189,2021-01-29 00:00:00,Theft,-78.853 42.872,Ellicott,FILLMORE,District A
5190,2021-01-29 03:30:00,Sexual Offense,-78.877 42.905,Elmwood Bryant,NIAGARA,District B
5191,2021-01-29 05:20:00,Sexual Assault,-78.856 42.9,Fruit Belt,ELLICOTT,District B
5192,2021-01-29 08:15:00,Assault,-78.829 42.94,Central Park,MASTEN,District E
5193,2021-01-29 08:19:00,Theft,-78.887 42.907,West Side,NIAGARA,District B
5194,2021-01-29 11:43:00,Sexual Offense,-78.853 42.915,Hamlin Park,MASTEN,District E
5195,2021-01-29 11:59:00,Sexual Offense,-78.8726354 42.9062311,Elmwood Bryant,ELLICOTT,District B
5196,2021-01-29 12:00:00,Sexual Offense,-78.822 42.947,University Heights,UNIVERSITY,District E
5197,2021-01-29 12:17:00,Breaking & Entering,-78.849 42.881,Broadway Fillmore,ELLICOTT,District C
5198,2021-01-29 12:18:00,Theft,-78.877 42.891,Central,ELLICOTT,District B
5199,2021-01-29 14:00:00,Sexual Offense,-78.903 42.955,Riverside,NORTH,District D
5200,2021-01-29 14:40:00,Theft,-78.826 42.927,Delavan Grider,MASTEN,District E
5201,2021-01-29 14:40:00,Theft,-78.827 42.927,Delavan Grider,MASTEN,District E
5202,2021-01-29 14:52:00,Assault,-78.808 42.856,Seneca-Cazenovia,SOUTH,District A
5203,2021-01-29 17:34:00,Theft,-78.83 42.897,Broadway Fillmore,FILLMORE,District C
5204,2021-01-29 17:56:00,Theft,-78.826 42.876,Seneca Babcock,FILLMORE,District A
5205,2021-01-29 18:00:00,Sexual Offense,-78.879 42.913,Elmwood Bryant,NIAGARA,District B
5206,2021-01-29 18:00:00,Robbery,-78.84928023 42.88519838,Broadway Fillmore,ELLICOTT,District C
5207,2021-01-29 18:10:00,Robbery,-78.815 42.938,Kensington-Bailey,MASTEN,District E
5208,2021-01-29 19:00:00,Sexual Offense,-78.809 42.911,Schiller Park,LOVEJOY,District C
5209,2021-01-29 19:24:00,Theft,-78.814 42.946,University Heights,UNIVERSITY,District E
5210,2021-01-29 21:30:00,Sexual Offense,-78.827 42.843,Hopkins-Tifft,SOUTH,District A
5211,2021-01-29 22:00:00,Assault,-78.895 42.915,Upper West Side,NIAGARA,District B
5212,2021-01-29 23:00:00,Breaking & Entering,-78.804 42.859,Seneca-Cazenovia,SOUTH,District A
5213,2021-01-29 23:00:00,Breaking & Entering,-78.803 42.887,Lovejoy,LOVEJOY,District C
5214,2021-01-29 23:30:00,Sexual Offense,-78.87 42.892,Central,ELLICOTT,District B
5215,2021-01-29 23:30:00,Sexual Offense,-78.823 42.835,South Park,SOUTH,District A
5216,2021-01-30 00:00:00,Theft,-78.807 42.945,Kensington-Bailey,UNIVERSITY,District E
5217,2021-01-30 00:00:00,Homicide,-78.805 42.888,Lovejoy,LOVEJOY,District C
5218,2021-01-30 00:01:00,Sexual Offense,-78.814 42.858,Seneca-Cazenovia,SOUTH,District A
5219,2021-01-30 01:15:00,Sexual Offense,-78.86891 42.9088949,Elmwood Bryant,ELLICOTT,District B
5220,2021-01-30 02:30:00,Assault,-78.809 42.868,Kaisertown,LOVEJOY,District A
5221,2021-01-30 09:00:00,Sexual Offense,-78.888 42.943,Grant-Amherst,NORTH,District D
5222,2021-01-30 09:29:00,Assault,-78.818 42.927,Kenfield,MASTEN,District E
5223,2021-01-30 10:00:00,Sexual Offense,-78.829 42.948,University Heights,UNIVERSITY,District E
5224,2021-01-30 10:36:00,Sexual Offense,-78.897 42.926,Upper West Side,NORTH,District D
5225,2021-01-30 12:30:00,Sexual Offense,-78.899 42.955,Riverside,NORTH,District D
5226,2021-01-30 13:25:00,Assault,-78.803 42.93,Kenfield,UNIVERSITY,District E
5227,2021-01-30 15:28:00,Assault,-78.889 42.893,Lower West Side,ELLICOTT,District B
5228,2021-01-30 15:39:00,Sexual Assault,-78.839 42.893,Broadway Fillmore,FILLMORE,District C
5229,2021-01-30 16:17:00,Sexual Offense,-78.906 42.957,Riverside,NORTH,District D
5230,2021-01-30 16:28:00,Sexual Offense,-78.869 42.92,Elmwood Bidwell,ELLICOTT,District D
5231,2021-01-30 16:37:00,Theft,-78.848 42.899,Lovejoy,LOVEJOY,District C
5232,2021-01-30 18:10:00,Sexual Offense,-78.825 42.842,Hopkins-Tifft,SOUTH,District A
5233,2021-01-30 18:19:00,Assault,-78.85 42.867,First Ward,FILLMORE,District A
5234,2021-01-30 20:44:00,Assault,-78.884 42.928,Elmwood Bidwell,NORTH,District D
5235,2021-01-30 20:45:00,Theft,-78.84 42.938,Fillmore-Leroy,MASTEN,District E
5236,2021-01-30 20:57:00,Assault,-78.815 42.923,Schiller Park,LOVEJOY,District E
5237,2021-01-30 21:00:00,Sexual Offense,-78.887 42.917,Elmwood Bidwell,NIAGARA,District D
5238,2021-01-30 22:00:00,Theft,-78.805 42.941,Kensington-Bailey,UNIVERSITY,District E
5239,2021-01-30 22:00:00,Sexual Offense,-78.896014 42.926037,Upper West Side,NIAGARA,District D
5240,2021-01-30 22:10:00,Breaking & Entering,-78.896 42.913,Upper West Side,NIAGARA,District B
5241,2021-01-30 22:28:00,Theft,-78.804 42.906,Schiller Park,LOVEJOY,District C
5242,2021-01-30 22:33:00,Theft,-78.889 42.923,Hamlin Park,MASTEN,District E
5243,2021-01-30 22:35:00,Assault,-78.814 42.897,Genesee-Moselle,FILLMORE,District C
5244,2021-01-31 00:00:00,Assault,-78.854 42.917,Masten Park,MASTEN,District E
5245,2021-01-31 00:00:00,Sexual Offense,-78.837 42.898,Broadway Fillmore,FILLMORE,District C
5246,2021-01-31 02:00:00,Sexual Offense,-78.887 42.906,West Side,NIAGARA,District B
5247,2021-01-31 02:30:00,Assault,-78.837 42.933,Fillmore-Leroy,MASTEN,District E
5248,2021-01-31 07:00:00,Sexual Offense,-78.803 42.852,Seneca-Cazenovia,SOUTH,District A
5249,2021-01-31 07:00:00,Sexual Offense,-78.863 42.867,First Ward,FILLMORE,District A
5250,2021-01-31 08:54:00,Breaking & Entering,-78.858 42.922,Elmwood Bidwell,ELLICOTT,District D
5251,2021-01-31 09:12:00,Assault,-78.808 42.947,Kensington-Bailey,UNIVERSITY,District E
5252,2021-01-31 12:00:00,Theft,-78.828 42.907,MLK Park,FILLMORE,District C
5253,2021-01-31 12:12:00,Theft,-78.803 42.893,Lovejoy,LOVEJOY,District C
5254,2021-01-31 12:45:00,Assault,-78.869 42.946,North Park,DELAWARE,District D
5255,2021-01-31 13:00:00,Sexual Offense,-78.824 42.932,Fillmore-Leroy,MASTEN,District E
5256,2021-01-31 13:45:00,Theft,-78.897 42.918,Upper West Side,NIAGARA,District D
5257,2021-01-31 14:35:00,Sexual Offense,-78.9 42.96,Riverside,NORTH,District D
5258,2021-01-31 15:25:00,Theft,-78.809 42.915,Schiller Park,LOVEJOY,District C
5259,2021-01-31 16:21:00,Theft,-78.854 42.898,Masten Park,ELLICOTT,District C
5260,2021-01-31 17:22:00,Theft,-78.89 42.901,West Side,NIAGARA,District B
5261,2021-01-31 18:28:00,Theft,-78.809 42.935,Kensington-Bailey,UNIVERSITY,District E
5262,2021-01-31 18:40:00,Sexual Offense,-78.826 42.896,Genesee-Moselle,FILLMORE,District C
5263,2021-01-31 20:00:00,Sexual Offense,-78.907 42.952,Riverside,NORTH,District D
5264,2021-01-31 20:44:00,Theft,-78.885 42.911,West Side,NIAGARA,District B
5265,2021-01-31 20:48:00,Sexual Offense,-78.877 42.919,Elmwood Bidwell,DELAWARE,District D
5266,2021-01-31 20:58:00,Assault,,,,
5267,2021-01-31 21:00:00,Theft,-78.88 42.88,Central,FILLMORE,District B
5268,2021-01-31 21:00:00,Breaking & Entering,-78.825 42.901,Genesee-Moselle,FILLMORE,District C
5269,2021-01-31 22:05:00,Sexual Offense,-78.888 42.943,Grant-Amherst,NORTH,District D
5270,2021-02-01 00:00:00,Sexual Offense,-78.807 42.897,Lovejoy,LOVEJOY,District C
5271,2021-02-01 00:00:00,Sexual Offense,-78.819 42.897,Genesee-Moselle,FILLMORE,District C
5272,2021-02-01 00:00:00,Sexual Offense,-78.854 42.909,Masten Park,ELLICOTT,District C
5273,2021-02-01 00:47:00,Assault,-78.81 42.93,Kenfield,UNIVERSITY,District E
5274,2021-02-01 00:59:00,Breaking & Entering,-78.891 42.914,Upper West Side,NIAGARA,District B
5275,2021-02-01 01:00:00,Assault,-78.865 42.901,Elmwood Bryant,FILLMORE,District B
5276,2021-02-01 01:30:00,Sexual Offense,-78.89 42.947,West Hertel,NORTH,District D
5277,2021-02-01 02:25:00,Theft,-78.901 42.958,Riverside,NORTH,District D
5278,2021-02-01 02:40:00,Robbery,-78.707 42.976,South Park,SOUTH,District A
5279,2021-02-01 04:30:00,Theft,-78.816 42.898,Genesee-Moselle,FILLMORE,District C
5280,2021-02-01 04:45:00,Theft,-78.856 42.92,Hamlin Park,MASTEN,District E
5281,2021-02-01 09:29:00,Theft,-78.807 42.853,Seneca-Cazenovia,SOUTH,District A
5282,2021-02-01 10:30:00,Sexual Offense,-78.802 42.942,Kensington-Bailey,UNIVERSITY,District E
5283,2021-02-01 11:00:00,Sexual Offense,-78.894 42.927,Upper West Side,NORTH,District D
5284,2021-02-01 11:36:00,Assault,-78.813 42.913,Genesee-Moselle,LOVEJOY,District C
5285,2021-02-01 12:00:00,Sexual Offense,-78.827 42.874,Seneca Babcock,FILLMORE,District A
5286,2021-02-01 12:00:00,Sexual Offense,-78.803 42.932,Kenfield,UNIVERSITY,District E
5287,2021-02-01 12:04:00,Breaking & Entering,-78.823 42.846,Hopkins-Tifft,SOUTH,District A
5288,2021-02-01 13:15:00,Assault,-78.875 42.884,Central,ELLICOTT,District B
5289,2021-02-01 14:08:00,Breaking & Entering,-78.801 42.91,Schiller Park,LOVEJOY,District C
5290,2021-02-01 17:45:00,Assault,-78.838 42.955,Central Park,UNIVERSITY,District D
5291,2021-02-01 19:23:00,Sexual Offense,-78.903 42.96,Riverside,NORTH,District D
5292,2021-02-01 20:05:00,Theft,-78.895 42.906,West Side,NIAGARA,District B
5293,2021-02-01 20:12:00,Theft,-78.892 42.904,West Side,NIAGARA,District B
5294,2021-02-01 21:45:00,Theft,-78.819 42.873,Seneca Babcock,FILLMORE,District A
5295,2021-02-01 22:00:00,Theft,-78.864 42.874,Ellicott,FILLMORE,District A
5296,2021-02-01 22:19:00,Breaking & Entering,-78.818 42.937,Kensington-Bailey,MASTEN,District E
5297,2021-02-02 00:00:00,Sexual Offense,-78.8943181 42.9277671,Upper West Side,NORTH,District D
5298,2021-02-02 01:15:00,Theft,-78.799 42.927,Kenfield,UNIVERSITY,District E
5299,2021-02-02 02:00:00,Breaking & Entering,-78.876 42.902,Allentown,FILLMORE,District B
5300,2021-02-02 06:16:00,Assault,-78.865 42.913,Elmwood Bryant,ELLICOTT,District B
5301,2021-02-02 10:00:00,Sexual Offense,-78.881 42.905,Elmwood Bryant,NIAGARA,District B
5302,2021-02-02 10:51:00,Theft,-78.815 42.896,Lovejoy,FILLMORE,District C
5303,2021-02-02 10:54:00,Theft,-78.889 42.941,Grant-Amherst,NORTH,District D
5304,2021-02-02 12:00:00,Sexual Offense,-78.863 42.917,Masten Park,MASTEN,District E
5305,2021-02-02 12:47:00,Theft,-78.891 42.946,West Hertel,NORTH,District D
5306,2021-02-02 12:56:00,Sexual Offense,-78.814 42.908,Genesee-Moselle,LOVEJOY,District C
5307,2021-02-02 14:15:00,Assault,,,,
5308,2021-02-02 15:00:00,Sexual Offense,-78.894 42.929,Upper West Side,NORTH,District D
5309,2021-02-02 15:50:00,Theft,-78.8117828 42.9069898,Genesee-Moselle,LOVEJOY,District C
5310,2021-02-02 17:00:00,Sexual Offense,-78.82 42.909,Genesee-Moselle,FILLMORE,District C
5311,2021-02-02 17:02:00,Robbery,-78.844 42.934,Fillmore-Leroy,MASTEN,District E
5312,2021-02-02 18:00:00,Theft,-78.83 42.912,MLK Park,MASTEN,District C
5313,2021-02-02 18:10:00,Robbery,-78.835 42.942,Central Park,MASTEN,District E
5314,2021-02-02 19:00:00,Robbery,-78.869 42.951,North Park,NORTH,District D
5315,2021-02-02 20:00:00,Sexual Offense,-78.812 42.922,Schiller Park,LOVEJOY,District E
5316,2021-02-02 20:00:00,Sexual Offense,-78.827 42.905,Genesee-Moselle,FILLMORE,District C
5317,2021-02-02 20:08:00,Theft,-78.889 42.928,Upper West Side,NORTH,District D
5318,2021-02-02 20:35:00,Sexual Offense,-78.89 42.927,Upper West Side,NORTH,District D
5319,2021-02-02 23:47:00,Breaking & Entering,-78.863 42.949,North Park,DELAWARE,District D
5320,2021-02-03 00:00:00,Sexual Offense,-78.887 42.9,Lower West Side,ELLICOTT,District B
5321,2021-02-03 00:00:00,Sexual Offense,-78.824 42.927,Delavan Grider,MASTEN,District E
5322,2021-02-03 00:00:00,Sexual Offense,-78.83 42.95,University Heights,UNIVERSITY,District E
5323,2021-02-03 01:00:00,Breaking & Entering,-78.883 42.894,Lower West Side,ELLICOTT,District B
5324,2021-02-03 06:30:00,Theft,-78.861 42.958,North Park,DELAWARE,District D
5325,2021-02-03 07:15:00,Assault,-78.883 42.92,Elmwood Bidwell,NIAGARA,District D
5326,2021-02-03 10:58:00,Sexual Offense,-78.801 42.881,Lovejoy,LOVEJOY,District A
5327,2021-02-03 11:00:00,Sexual Offense,-78.837 42.887,Broadway Fillmore,FILLMORE,District C
5328,2021-02-03 11:15:00,Breaking & Entering,-78.893 42.916,Upper West Side,NIAGARA,District D
5329,2021-02-03 11:21:00,Theft,-78.805 42.872,Kaisertown,LOVEJOY,District A
5330,2021-02-03 14:17:00,Sexual Offense,-78.833 42.958,University Heights,UNIVERSITY,District E
5331,2021-02-03 14:30:00,Sexual Offense,-78.871 42.874,Ellicott,FILLMORE,District A
5332,2021-02-03 14:30:00,Theft,-78.897 42.922,Upper West Side,NIAGARA,District D
5333,2021-02-03 15:00:00,Sexual Offense,-78.894 42.901,West Side,NIAGARA,District B
5334,2021-02-03 15:00:00,Assault,-78.86 42.911,Masten Park,ELLICOTT,District E
5335,2021-02-03 15:00:00,Sexual Offense,-78.833 42.871,Seneca Babcock,LOVEJOY,District A
5336,2021-02-03 15:50:00,Theft,-78.811 42.907,Genesee-Moselle,LOVEJOY,District C
5337,2021-02-03 16:00:00,Sexual Offense,-78.893 42.916,Upper West Side,NIAGARA,District D
5338,2021-02-03 17:41:00,Theft,-78.81 42.92,Schiller Park,LOVEJOY,District E
5339,2021-02-03 18:00:00,Breaking & Entering,-78.824 42.837,South Park,SOUTH,District A
5340,2021-02-03 18:31:00,Theft,-78.854 42.919,Masten Park,MASTEN,District E
5341,2021-02-03 19:30:00,Robbery,-78.824 42.947,University Heights,UNIVERSITY,District E
5342,2021-02-03 19:33:00,Robbery,-78.82 42.915,Genesee-Moselle,FILLMORE,District C
5343,2021-02-03 19:47:00,Breaking & Entering,-78.892 42.938,Grant-Amherst,NORTH,District D
5344,2021-02-03 20:00:00,Sexual Offense,-78.832 42.871,Seneca Babcock,LOVEJOY,District A
5345,2021-02-03 21:59:00,Sexual Offense,-78.909 42.951,Riverside,NORTH,District D
5346,2021-02-03 22:20:00,Theft,-78.856 42.919,Hamlin Park,MASTEN,District E
5347,2021-02-03 22:26:00,Theft,-78.857 42.944,North Park,DELAWARE,District D
5348,2021-02-03 22:27:00,Sexual Offense,-78.894 42.929,Upper West Side,NORTH,District D
5349,2021-02-03 23:00:00,Theft,-78.805 42.933,Kenfield,UNIVERSITY,District E
5350,2021-02-03 23:58:00,Theft,-78.826 42.951,University Heights,UNIVERSITY,District E
5351,2021-02-04 00:00:00,Sexual Offense,-78.812 42.848,South Park,SOUTH,District A
5352,2021-02-04 00:00:00,Theft,-78.826 42.946,University Heights,UNIVERSITY,District E
5353,2021-02-04 00:00:00,Sexual Offense,-78.808 42.91,Schiller Park,LOVEJOY,District C
5354,2021-02-04 02:00:00,Sexual Offense,-78.87 42.952,North Park,NORTH,District D
5355,2021-02-04 02:30:00,Theft,-78.838 42.907,MLK Park,MASTEN,District C
5356,2021-02-04 03:08:00,Breaking & Entering,-78.868 42.904,Masten Park,ELLICOTT,District B
5357,2021-02-04 03:10:00,Breaking & Entering,-78.808 42.904,Genesee-Moselle,LOVEJOY,District C
5358,2021-02-04 07:05:00,Sexual Offense,-78.8 42.887,Lovejoy,LOVEJOY,District C
5359,2021-02-04 08:00:00,Theft,-78.813 42.872,Kaisertown,LOVEJOY,District A
5360,2021-02-04 08:36:00,Theft,-78.803 42.924,Kenfield,UNIVERSITY,District E
5361,2021-02-04 09:11:00,Theft,-78.809 42.916,Schiller Park,LOVEJOY,District E
5362,2021-02-04 09:57:00,Assault,-78.833 42.936,Fillmore-Leroy,MASTEN,District E
5363,2021-02-04 10:00:00,Sexual Offense,-78.853 42.956,North Park,DELAWARE,District D
5364,2021-02-04 11:15:00,Assault,-78.801 42.935,Kensington-Bailey,UNIVERSITY,District E
5365,2021-02-04 11:33:00,Breaking & Entering,-78.886 42.917,Upper West Side,NIAGARA,District D
5366,2021-02-04 12:09:00,Robbery,-78.851 42.935,Parkside,DELAWARE,District D
5367,2021-02-04 12:31:00,Sexual Offense,-78.809 42.906,Genesee-Moselle,LOVEJOY,District C
5368,2021-02-04 12:57:00,Sexual Offense,-78.81 42.922,Schiller Park,LOVEJOY,District E
5369,2021-02-04 14:30:00,Assault,-78.821 42.947,University Heights,UNIVERSITY,District E
5370,2021-02-04 16:00:00,Sexual Offense,-78.8944249 42.9153965,Upper West Side,NIAGARA,District B
5371,2021-02-04 17:00:00,Sexual Offense,-78.863 42.868,First Ward,FILLMORE,District A
5372,2021-02-04 17:33:00,Sexual Offense,-78.889 42.951,West Hertel,NORTH,District D
5373,2021-02-04 17:34:00,Sexual Offense,-78.827 42.874,Seneca Babcock,FILLMORE,District A
5374,2021-02-04 17:42:00,Assault,-78.856 42.956,North Park,DELAWARE,District D
5375,2021-02-04 18:00:00,Theft,-78.817 42.854,South Park,SOUTH,District A
5376,2021-02-04 18:00:00,Assault,-78.892 42.909,West Side,NIAGARA,District B
5377,2021-02-04 18:00:00,Sexual Offense,-78.861 42.88,Ellicott,ELLICOTT,District A
5378,2021-02-04 19:51:00,Sexual Offense,-78.811 42.869,Kaisertown,LOVEJOY,District A
5379,2021-02-04 20:00:00,Theft,-78.904 42.959,Riverside,NORTH,District D
5380,2021-02-04 20:03:00,Theft,-78.812 42.946,Fillmore-Leroy,MASTEN,District E
5381,2021-02-04 20:09:00,Theft,-78.905 42.959,Riverside,NORTH,District D
5382,2021-02-04 21:04:00,Assault,-78.867 42.882,Pratt-Willert,ELLICOTT,District B
5383,2021-02-04 21:15:00,Sexual Offense,-78.854 42.879,Pratt-Willert,ELLICOTT,District B
5384,2021-02-04 21:25:00,Assault,-78.861 42.894,Pratt-Willert,ELLICOTT,District B
5385,2021-02-04 22:24:00,Assault,-78.816 42.913,Genesee-Moselle,FILLMORE,District C
5386,2021-02-04 22:30:00,Breaking & Entering,-78.897 42.964,Riverside,NORTH,District D
5387,2021-02-05 04:27:00,Breaking & Entering,-78.876555 42.9021745,Allentown,FILLMORE,District B
5388,2021-02-05 09:38:00,Breaking & Entering,-78.898 42.926,Upper West Side,NORTH,District D
5389,2021-02-05 10:47:00,Theft,-78.815 42.904,Genesee-Moselle,LOVEJOY,District C
5390,2021-02-05 12:00:00,Theft,-78.799 42.916,Schiller Park,LOVEJOY,District C
5391,2021-02-05 14:44:00,Breaking & Entering,-78.882 42.926,Elmwood Bidwell,NIAGARA,District D
5392,2021-02-05 15:55:00,Theft,-78.817 42.928,Masten Park,MASTEN,District E
5393,2021-02-05 16:00:00,Breaking & Entering,-78.875 42.895,Allentown,FILLMORE,District B
5394,2021-02-05 16:04:00,Theft,-78.81 42.924,Schiller Park,LOVEJOY,District C
5395,2021-02-05 17:31:00,Theft,-78.801 42.911,Schiller Park,LOVEJOY,District C
5396,2021-02-05 18:00:00,Theft,-78.813 42.929,Kenfield,UNIVERSITY,District E
5397,2021-02-05 21:18:00,Assault,-78.864 42.872,Ellicott,FILLMORE,District A
5398,2021-02-05 22:00:00,Theft,-78.805 42.924,Kenfield,UNIVERSITY,District E
5399,2021-02-06 01:26:00,Sexual Offense,-78.812 42.923,Kenfield,UNIVERSITY,District E
5400,2021-02-06 02:28:00,Assault,-78.858 42.893,Pratt-Willert,ELLICOTT,District B
5401,2021-02-06 02:30:00,Assault,-78.821 42.943,University Heights,UNIVERSITY,District E
5402,2021-02-06 07:50:00,Assault,-78.889 42.909,West Side,NIAGARA,District B
5403,2021-02-06 10:00:00,Theft,-78.815 42.921,Schiller Park,LOVEJOY,District E
5404,2021-02-06 10:10:00,Sexual Offense,-78.84 42.938,Fillmore-Leroy,MASTEN,District E
5405,2021-02-06 10:50:00,Sexual Offense,-78.826 42.896,Genesee-Moselle,FILLMORE,District C
5406,2021-02-06 11:34:00,Sexual Offense,-78.808 42.944,Kensington-Bailey,UNIVERSITY,District E
5407,2021-02-06 11:39:00,Theft,-78.808 42.887,Lovejoy,LOVEJOY,District C
5408,2021-02-06 12:00:00,Sexual Offense,-78.882 42.891,Lower West Side,FILLMORE,District B
5409,2021-02-06 13:00:00,Theft,-78.825 42.896,Lovejoy,FILLMORE,District C
5410,2021-02-06 14:00:00,Assault,-78.86 42.889,Pratt-Willert,ELLICOTT,District B
5411,2021-02-06 14:00:00,Breaking & Entering,-78.829 42.894,Lovejoy,LOVEJOY,District C
5412,2021-02-06 14:20:00,Breaking & Entering,-78.823 42.842,South Park,SOUTH,District A
5413,2021-02-06 16:30:00,Theft,-78.907 42.958,Riverside,NORTH,District D
5414,2021-02-06 16:34:00,Sexual Offense,-78.826 42.928,Delavan Grider,MASTEN,District E
5415,2021-02-06 17:25:00,Theft,-78.842 42.948,Central Park,DELAWARE,District D
5416,2021-02-06 19:25:00,Sexual Assault,-78.867293 42.900488,Fruit Belt,ELLICOTT,District B
5417,2021-02-06 20:19:00,Assault,-78.84 42.929,Fillmore-Leroy,MASTEN,District E
5418,2021-02-06 21:03:00,Assault,-78.892 42.926,Upper West Side,NIAGARA,District D
5419,2021-02-06 22:00:00,Sexual Assault,-78.803 42.855,Seneca-Cazenovia,SOUTH,District A
5420,2021-02-06 22:00:00,Assault,-78.807 42.921,Schiller Park,LOVEJOY,District E
5421,2021-02-06 22:27:00,Assault,-78.801 42.921,Schiller Park,LOVEJOY,District E
5422,2021-02-07 00:00:00,Theft,-78.852 42.928,Parkside,DELAWARE,District D
5423,2021-02-07 00:00:00,Breaking & Entering,-78.848 42.892,Broadway Fillmore,ELLICOTT,District C
5424,2021-02-07 00:00:00,Sexual Offense,-78.844 42.916,Hamlin Park,MASTEN,District E
5425,2021-02-07 00:25:00,Assault,-78.818 42.906,Genesee-Moselle,FILLMORE,District C
5426,2021-02-07 01:00:00,Assault,-78.828 42.894,Masten Park,ELLICOTT,District B
5427,2021-02-07 03:00:00,Sexual Offense,-78.865 42.903,Fruit Belt,ELLICOTT,District B
5428,2021-02-07 04:48:00,Homicide,-78.83 42.912,MLK Park,MASTEN,District C
5429,2021-02-07 06:00:00,Assault,-78.887 42.914,Elmwood Bryant,NIAGARA,District B
5430,2021-02-07 08:00:00,Theft,-78.809 42.947,Kensington-Bailey,UNIVERSITY,District E
5431,2021-02-07 08:37:00,Sexual Offense,-78.802 42.914,Schiller Park,LOVEJOY,District C
5432,2021-02-07 09:00:00,Assault,-78.856 42.906,Masten Park,ELLICOTT,District B
5433,2021-02-07 12:00:00,Sexual Offense,-78.877 42.895,Elmwood Bryant,NIAGARA,District B
5434,2021-02-07 12:22:00,Sexual Offense,-78.811 42.892,Lovejoy,LOVEJOY,District C
5435,2021-02-07 13:21:00,Assault,-78.868 42.914,Elmwood Bryant,ELLICOTT,District B
5436,2021-02-07 13:24:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
5437,2021-02-07 14:36:00,Sexual Offense,-78.906 42.954,Riverside,NORTH,District D
5438,2021-02-07 15:00:00,Sexual Offense,-78.839 42.903,Broadway Fillmore,FILLMORE,District C
5439,2021-02-07 15:30:00,Sexual Offense,-78.869 42.904,Masten Park,ELLICOTT,District B
5440,2021-02-07 15:43:00,Sexual Offense,-78.874 42.955,North Park,NORTH,District D
5441,2021-02-07 16:00:00,Assault,-78.822 42.939,Kensington-Bailey,UNIVERSITY,District E
5442,2021-02-07 16:00:00,Sexual Offense,-78.868 42.91,Elmwood Bryant,ELLICOTT,District B
5443,2021-02-07 16:37:00,Assault,-78.815 42.933,Kensington-Bailey,MASTEN,District E
5444,2021-02-07 17:00:00,Theft,-78.845 42.916,Hamlin Park,MASTEN,District E
5445,2021-02-07 17:42:00,Sexual Offense,-78.854 42.896,Pratt-Willert,ELLICOTT,District B
5446,2021-02-07 18:42:00,Sexual Offense,-78.817 42.914,Genesee-Moselle,FILLMORE,District C
5447,2021-02-07 18:53:00,Robbery,-78.868 42.94,Parkside,NORTH,District D
5448,2021-02-07 19:00:00,Assault,-78.814 42.927,Kenfield,MASTEN,District E
5449,2021-02-07 19:07:00,Assault,-78.895 42.914,Upper West Side,NIAGARA,District B
