,incident_date,incident_parent,location,neighborhood,council_district,police_district
1235,2020-10-05 16:15:00,Assault,-78.816 42.944,University Heights,UNIVERSITY,District E
1236,2020-10-05 17:00:00,Sexual Offense,-78.871 42.922,Elmwood Bidwell,DELAWARE,District D
1237,2020-10-05 17:20:00,Sexual Offense,-78.81 42.885,Lovejoy,LOVEJOY,District C
1238,2020-10-05 17:25:00,Assault,-78.829 42.918,Broadway Fillmore,FILLMORE,District C
1239,2020-10-05 17:44:00,Assault,-78.815 42.907,Genesee-Moselle,LOVEJOY,District C
1240,2020-10-05 18:00:00,Sexual Offense,-78.81 42.879,Kaisertown,LOVEJOY,District A
1241,2020-10-05 18:37:00,Sexual Offense,-78.878 42.913,Elmwood Bryant,NIAGARA,District B
1242,2020-10-05 18:50:00,Assault,-78.887 42.948,West Hertel,NORTH,District D
1243,2020-10-05 18:56:00,Theft,-78.826 42.953,University Heights,UNIVERSITY,District E
1244,2020-10-05 19:40:00,Theft,-78.814 42.927,Kenfield,UNIVERSITY,District E
1245,2020-10-05 19:58:00,Assault,-78.885 42.958,,,District D
1246,2020-10-05 20:00:00,Theft,-78.827 42.922,Delavan Grider,MASTEN,District E
1247,2020-10-05 20:15:00,Sexual Offense,-78.894 42.92,Upper West Side,NIAGARA,District D
1248,2020-10-05 21:08:00,Assault,-78.892 42.895,Lower West Side,ELLICOTT,District B
1249,2020-10-05 22:00:00,Sexual Offense,-78.888 42.923,Upper West Side,NIAGARA,District D
1250,2020-10-05 23:20:00,Assault,-78.865 42.901,Broadway Fillmore,ELLICOTT,District C
1251,2020-10-06 00:00:00,Sexual Offense,-78.811 42.945,Kensington-Bailey,UNIVERSITY,District E
1252,2020-10-06 00:30:00,Sexual Offense,-78.824 42.855,South Park,SOUTH,District A
1253,2020-10-06 00:51:00,Sexual Offense,-78.801 42.89,Lovejoy,LOVEJOY,District C
1254,2020-10-06 01:30:00,Theft,-78.82 42.947,University Heights,UNIVERSITY,District E
1255,2020-10-06 02:00:00,Sexual Offense,-78.8943181 42.9277671,Upper West Side,NORTH,District D
1256,2020-10-06 03:00:00,Breaking & Entering,-78.813 42.912,Genesee-Moselle,LOVEJOY,District C
1257,2020-10-06 05:08:00,Theft,-78.831 42.898,Broadway Fillmore,FILLMORE,District C
1258,2020-10-06 05:20:00,Theft,-78.833 42.954,University Heights,UNIVERSITY,District E
1259,2020-10-06 07:00:00,Theft,-78.889 42.924,Upper West Side,NIAGARA,District D
1260,2020-10-06 07:30:00,Theft,-78.886 42.924,Elmwood Bidwell,NIAGARA,District D
1261,2020-10-06 09:00:00,Sexual Offense,-78.877 42.947,North Park,NORTH,District D
1262,2020-10-06 10:06:00,Breaking & Entering,-78.824 42.935,Fillmore-Leroy,MASTEN,District E
1263,2020-10-06 11:49:00,Robbery,-78.89 42.94,Grant-Amherst,NORTH,District D
1264,2020-10-06 12:13:00,Sexual Offense,-78.814 42.91,Genesee-Moselle,LOVEJOY,District C
1265,2020-10-06 13:00:00,Sexual Offense,-78.817 42.938,Kensington-Bailey,MASTEN,District E
1266,2020-10-06 13:13:00,Theft,-78.822 42.926,Delavan Grider,MASTEN,District E
1267,2020-10-06 14:04:00,Assault,-78.81 42.932,Kenfield,UNIVERSITY,District E
1268,2020-10-06 14:12:00,Robbery,-78.842 42.935,Fillmore-Leroy,MASTEN,District E
1269,2020-10-06 14:40:00,Breaking & Entering,-78.874 42.894,Allentown,FILLMORE,District B
1270,2020-10-06 14:57:00,Sexual Offense,-78.855 42.929,Parkside,DELAWARE,District D
1271,2020-10-06 15:00:00,Sexual Offense,-78.897 42.905,West Side,NIAGARA,District B
1272,2020-10-06 15:00:00,Sexual Offense,-78.812 42.932,Kenfield,UNIVERSITY,District E
1273,2020-10-06 15:46:00,Sexual Offense,-78.904 42.95,Riverside,NORTH,District D
1274,2020-10-06 16:05:00,Sexual Offense,-78.868 42.945,North Park,DELAWARE,District D
1275,2020-10-06 17:00:00,Sexual Offense,-78.825 42.842,Hopkins-Tifft,SOUTH,District A
1276,2020-10-06 17:15:00,Sexual Offense,-78.839 42.937,Delavan Grider,MASTEN,District E
1277,2020-10-06 18:00:00,Sexual Offense,-78.886 42.918,Elmwood Bidwell,NIAGARA,District D
1278,2020-10-06 18:40:00,Sexual Offense,-78.904 42.95,Riverside,NORTH,District D
1279,2020-10-06 18:41:00,Sexual Offense,-78.812 42.854,Seneca-Cazenovia,SOUTH,District A
1280,2020-10-06 19:00:00,Theft,-78.889 42.928,Upper West Side,NORTH,District D
1281,2020-10-06 19:41:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1282,2020-10-06 20:00:00,Sexual Offense,-78.875 42.941,Parkside,NORTH,District D
1283,2020-10-06 21:00:00,Sexual Offense,-78.893 42.942,Grant-Amherst,NORTH,District D
1284,2020-10-06 21:46:00,Assault,-78.807 42.858,Seneca-Cazenovia,SOUTH,District A
1285,2020-10-06 23:00:00,Sexual Offense,-78.812 42.928,Kenfield,UNIVERSITY,District E
1286,2020-10-07 00:00:00,Sexual Offense,-78.801 42.911,Schiller Park,LOVEJOY,District C
1287,2020-10-07 00:01:00,Sexual Offense,-78.804 42.906,Schiller Park,LOVEJOY,District C
1288,2020-10-07 00:35:00,Sexual Offense,-78.895 42.959,Riverside,NORTH,District D
1289,2020-10-07 03:45:00,Sexual Offense,-78.851 42.868,First Ward,FILLMORE,District A
1290,2020-10-07 05:30:00,Sexual Offense,-78.807 42.886,Lovejoy,LOVEJOY,District C
1291,2020-10-07 07:00:00,Sexual Offense,-78.852 42.928,Parkside,DELAWARE,District D
1292,2020-10-07 07:43:00,Assault,-78.841 42.915,Delavan Grider,MASTEN,District E
1293,2020-10-07 08:00:00,Sexual Offense,-78.839604 42.917309,Delavan Grider,MASTEN,District E
1294,2020-10-07 09:00:00,Sexual Offense,-78.825 42.901,Genesee-Moselle,FILLMORE,District C
1295,2020-10-07 09:49:00,Theft,-78.892 42.917,Upper West Side,NIAGARA,District D
1296,2020-10-07 10:00:00,Sexual Offense,-78.839 42.902,Broadway Fillmore,FILLMORE,District C
1297,2020-10-07 10:20:00,Sexual Offense,-78.824 42.833,South Park,SOUTH,District A
1298,2020-10-07 10:50:00,Assault,-78.806 42.872,Kaisertown,LOVEJOY,District A
1299,2020-10-07 12:00:00,Breaking & Entering,-78.847 42.898,Broadway Fillmore,ELLICOTT,District C
1300,2020-10-07 14:15:00,Sexual Offense,-78.859 42.947,North Park,DELAWARE,District D
1301,2020-10-07 14:30:00,Assault,-78.86 42.889,Pratt-Willert,ELLICOTT,District B
1302,2020-10-07 15:00:00,Breaking & Entering,-78.84 42.911,MLK Park,ELLICOTT,District C
1303,2020-10-07 17:00:00,Sexual Offense,-78.88 42.913,Elmwood Bryant,NIAGARA,District B
1304,2020-10-07 17:15:00,Robbery,-78.837 42.893,Broadway Fillmore,FILLMORE,District C
1305,2020-10-07 17:47:00,Assault,-78.886 42.942,Grant-Amherst,NORTH,District D
1306,2020-10-07 18:00:00,Sexual Offense,-78.888 42.918,Elmwood Bidwell,NIAGARA,District D
1307,2020-10-07 18:30:00,Assault,-78.829 42.869,Seneca Babcock,LOVEJOY,District A
1308,2020-10-07 19:30:00,Sexual Offense,-78.837 42.941,Central Park,MASTEN,District E
1309,2020-10-07 21:00:00,Robbery,-78.8 42.92,Schiller Park,LOVEJOY,District E
1310,2020-10-07 21:00:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1311,2020-10-07 21:00:00,Sexual Offense,-78.842 42.933,Fillmore-Leroy,MASTEN,District E
1312,2020-10-07 21:02:00,Theft,-78.835 42.899,Delavan Grider,MASTEN,District E
1313,2020-10-07 21:30:00,Sexual Offense,-78.839 42.915,Delavan Grider,MASTEN,District E
1314,2020-10-07 21:37:00,Robbery,-78.817 42.896,Genesee-Moselle,FILLMORE,District C
1315,2020-10-07 21:52:00,Assault,-78.802 42.887,Lovejoy,LOVEJOY,District C
1316,2020-10-07 22:00:00,Sexual Offense,-78.838 42.895,Broadway Fillmore,FILLMORE,District C
1317,2020-10-07 22:57:00,Assault,-78.845 42.92,Hamlin Park,MASTEN,District E
1318,2020-10-08 00:00:00,Sexual Offense,-78.808 42.922,Schiller Park,LOVEJOY,District E
1319,2020-10-08 00:05:00,Sexual Offense,-78.868 42.885,Central,ELLICOTT,District B
1320,2020-10-08 01:31:00,Theft,-78.805 42.893,Genesee-Moselle,FILLMORE,District C
1321,2020-10-08 05:15:00,Theft,-78.854 42.89,Broadway Fillmore,ELLICOTT,District C
1322,2020-10-08 05:39:00,Sexual Offense,-78.886 42.948,West Hertel,NORTH,District D
1323,2020-10-08 05:45:00,Sexual Offense,-78.893 42.923,Upper West Side,NIAGARA,District D
1324,2020-10-08 07:00:00,Sexual Offense,-78.815 42.936,Kensington-Bailey,MASTEN,District E
1325,2020-10-08 07:28:00,Theft,-78.887 42.922,Elmwood Bidwell,NIAGARA,District D
1326,2020-10-08 08:33:00,Theft,-78.842 42.936,Fillmore-Leroy,MASTEN,District E
1327,2020-10-08 08:57:00,Robbery,-78.895 42.912,West Side,NIAGARA,District B
1328,2020-10-08 09:00:00,Theft,-78.839 42.903,Broadway Fillmore,FILLMORE,District C
1329,2020-10-08 10:00:00,Sexual Offense,-78.831 42.858,Hopkins-Tifft,LOVEJOY,District A
1330,2020-10-08 10:24:00,Sexual Offense,-78.813 42.897,Genesee-Moselle,FILLMORE,District C
1331,2020-10-08 10:40:00,Sexual Offense,-78.802 42.89,Lovejoy,LOVEJOY,District C
1332,2020-10-08 11:00:00,Robbery,-78.873 42.882,Central,FILLMORE,District B
1333,2020-10-08 11:04:00,Assault,-78.896 42.92,Upper West Side,NIAGARA,District D
1334,2020-10-08 11:11:00,Sexual Offense,-78.888 42.928,Upper West Side,NORTH,District D
1335,2020-10-08 11:20:00,Sexual Offense,-78.878 42.957,North Park,NORTH,District D
1336,2020-10-08 11:23:00,Assault,-78.893 42.925,Upper West Side,NIAGARA,District D
1337,2020-10-08 11:30:00,Sexual Offense,-78.814 42.923,Schiller Park,UNIVERSITY,District E
1338,2020-10-08 13:00:00,Breaking & Entering,-78.839 42.948,Central Park,UNIVERSITY,District D
1339,2020-10-08 13:00:00,Sexual Offense,-78.801 42.904,Schiller Park,LOVEJOY,District C
1340,2020-10-08 13:20:00,Sexual Offense,-78.856 42.941,Parkside,DELAWARE,District D
1341,2020-10-08 14:00:00,Theft,-78.844 42.899,Broadway Fillmore,FILLMORE,District C
1342,2020-10-08 14:00:00,Assault,-78.814 42.891,Genesee-Moselle,LOVEJOY,District C
1343,2020-10-08 14:30:00,Theft,-78.813 42.938,Kensington-Bailey,MASTEN,District E
1344,2020-10-08 15:06:00,Theft,-78.813 42.932,Kenfield,MASTEN,District E
1345,2020-10-08 15:15:00,Sexual Offense,-78.867 42.865,Riverside,NORTH,District D
1346,2020-10-08 15:30:00,Sexual Offense,-78.874 42.886,Central,ELLICOTT,District B
1347,2020-10-08 15:59:00,Theft,-78.858 42.894,Pratt-Willert,ELLICOTT,District B
1348,2020-10-08 16:30:00,Theft,-78.818 42.936,Kensington-Bailey,MASTEN,District E
1349,2020-10-08 16:53:00,Sexual Offense,-78.807 42.93,Kenfield,UNIVERSITY,District E
1350,2020-10-08 18:00:00,Breaking & Entering,-78.806 42.854,Seneca-Cazenovia,SOUTH,District A
1351,2020-10-08 18:50:00,Sexual Offense,,,,
1352,2020-10-08 19:00:00,Sexual Offense,-78.838 42.952,Central Park,UNIVERSITY,District D
1353,2020-10-08 19:04:00,Sexual Offense,-78.878 42.892,Elmwood Bryant,ELLICOTT,District B
1354,2020-10-08 19:20:00,Sexual Offense,-78.814 42.934,Kensington-Bailey,MASTEN,District E
1355,2020-10-08 19:30:00,Sexual Offense,-78.814 42.938,Kensington-Bailey,UNIVERSITY,District E
1356,2020-10-08 19:40:00,Theft,-78.84 42.88,Broadway Fillmore,FILLMORE,District C
1357,2020-10-08 20:40:00,Robbery,-78.859 42.948,North Park,DELAWARE,District D
1358,2020-10-08 21:59:00,Assault,-78.89 42.947,West Hertel,NORTH,District D
1359,2020-10-08 22:37:00,Sexual Offense,-78.871 42.899,Allentown,FILLMORE,District B
1360,2020-10-09 00:00:00,Sexual Offense,-78.907 42.94,Black Rock,NORTH,District D
1361,2020-10-09 00:00:00,Sexual Offense,-78.889 42.945,West Hertel,NORTH,District D
1362,2020-10-09 00:00:00,Breaking & Entering,-78.888 42.904,West Side,NIAGARA,District B
1363,2020-10-09 00:00:00,Sexual Offense,-78.823 42.844,Hopkins-Tifft,SOUTH,District A
1364,2020-10-09 00:00:00,Sexual Offense,-78.82 42.909,Genesee-Moselle,FILLMORE,District C
1365,2020-10-09 04:00:00,Theft,-78.807 42.93,Kenfield,UNIVERSITY,District E
1366,2020-10-09 08:52:00,Theft,-78.886 42.925,Elmwood Bidwell,NIAGARA,District D
1367,2020-10-09 08:59:00,Theft,-78.825 42.864,Seneca Babcock,LOVEJOY,District A
1368,2020-10-09 09:00:00,Theft,-78.852 42.949,North Park,DELAWARE,District D
1369,2020-10-09 10:00:00,Sexual Offense,-78.878 42.954,North Park,NORTH,District D
1370,2020-10-09 12:27:00,Assault,-78.83 42.897,Broadway Fillmore,FILLMORE,District C
1371,2020-10-09 12:32:00,Sexual Offense,-78.814 42.91,Genesee-Moselle,LOVEJOY,District C
1372,2020-10-09 13:13:00,Sexual Offense,-78.895 42.918,Upper West Side,NIAGARA,District D
1373,2020-10-09 13:34:00,Sexual Offense,-78.853 42.879,Pratt-Willert,ELLICOTT,District B
1374,2020-10-09 13:59:00,Assault,-78.8171438 42.9098294,Genesee-Moselle,FILLMORE,District C
1375,2020-10-09 14:00:00,Sexual Offense,-78.817 42.898,Elmwood Bidwell,DELAWARE,District D
1376,2020-10-09 14:00:00,Assault,-78.834 42.906,MLK Park,MASTEN,District C
1377,2020-10-09 14:17:00,Assault,-78.856 42.894,Pratt-Willert,ELLICOTT,District B
1378,2020-10-09 15:00:00,Sexual Offense,-78.889 42.908,West Side,NIAGARA,District B
1379,2020-10-09 17:00:00,Sexual Offense,-78.892 42.913,West Side,NIAGARA,District B
1380,2020-10-09 17:10:00,Breaking & Entering,-78.833 42.891,Broadway Fillmore,FILLMORE,District C
1381,2020-10-09 17:48:00,Robbery,-78.874 42.886,Central,ELLICOTT,District B
1382,2020-10-09 18:48:00,Sexual Offense,-78.88 42.917,Elmwood Bidwell,DELAWARE,District D
1383,2020-10-09 18:57:00,Sexual Offense,-78.875 42.957,North Park,NORTH,District D
1384,2020-10-09 19:32:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1385,2020-10-09 19:39:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1386,2020-10-09 20:56:00,Assault,-78.903 42.943,Black Rock,NORTH,District D
1387,2020-10-09 21:00:00,Theft,-78.906 42.96,Riverside,NORTH,District D
1388,2020-10-09 21:30:00,Assault,-78.868 42.913,Elmwood Bryant,ELLICOTT,District B
1389,2020-10-09 21:40:00,Theft,-78.901 42.945,Black Rock,NORTH,District D
1390,2020-10-09 22:00:00,Breaking & Entering,-78.813 42.925,Kenfield,UNIVERSITY,District E
1391,2020-10-09 22:30:00,Breaking & Entering,-78.825 42.929,Delavan Grider,MASTEN,District E
1392,2020-10-09 23:00:00,Sexual Offense,-78.892 42.926,Upper West Side,NIAGARA,District D
1393,2020-10-10 00:00:00,Sexual Offense,-78.847 42.927,Hamlin Park,MASTEN,District E
1394,2020-10-10 00:00:00,Theft,-78.853 42.872,Ellicott,FILLMORE,District A
1395,2020-10-10 00:00:00,Sexual Offense,-78.852 42.92,Hamlin Park,MASTEN,District E
1396,2020-10-10 00:00:00,Sexual Offense,-78.819 42.949,University Heights,UNIVERSITY,District E
1397,2020-10-10 00:00:00,Sexual Offense,-78.84 42.93,Fillmore-Leroy,MASTEN,District E
1398,2020-10-10 02:24:00,Robbery,-78.818 42.896,Genesee-Moselle,FILLMORE,District C
1399,2020-10-10 03:00:00,Sexual Offense,-78.894 42.929,Upper West Side,NORTH,District D
1400,2020-10-10 03:12:00,Theft,-78.893 42.907,West Side,NIAGARA,District B
1401,2020-10-10 04:30:00,Theft,-78.884 42.897,Lower West Side,ELLICOTT,District B
1402,2020-10-10 06:30:00,Sexual Offense,-78.865 42.898,Fruit Belt,ELLICOTT,District B
1403,2020-10-10 07:30:00,Sexual Offense,-78.865 42.918,Elmwood Bidwell,ELLICOTT,District D
1404,2020-10-10 08:00:00,Sexual Offense,-78.826 42.951,University Heights,UNIVERSITY,District E
1405,2020-10-10 09:00:00,Sexual Offense,-78.897 42.899,West Side,NIAGARA,District B
1406,2020-10-10 09:00:00,Breaking & Entering,-78.837 42.947,Central Park,DELAWARE,District D
1407,2020-10-10 09:08:00,Sexual Offense,-78.835 42.908,MLK Park,MASTEN,District C
1408,2020-10-10 09:58:00,Sexual Offense,-78.857 42.867,First Ward,FILLMORE,District A
1409,2020-10-10 11:56:00,Sexual Offense,-78.894 42.929,Upper West Side,NORTH,District D
1410,2020-10-10 12:00:00,Sexual Offense,-78.819 42.886,Lovejoy,FILLMORE,District A
1411,2020-10-10 12:31:00,Theft,-78.87 42.955,North Park,DELAWARE,District D
1412,2020-10-10 12:45:00,Theft,-78.837 42.893,Broadway Fillmore,FILLMORE,District C
1413,2020-10-10 13:16:00,Breaking & Entering,-78.814 42.872,Kaisertown,LOVEJOY,District A
1414,2020-10-10 13:31:00,Theft,-78.888802 42.910123,West Side,NIAGARA,District B
1415,2020-10-10 14:21:00,Assault,-78.836 42.856,Hopkins-Tifft,SOUTH,District A
1416,2020-10-10 15:06:00,Sexual Offense,-78.823 42.833,South Park,SOUTH,District A
1417,2020-10-10 15:19:00,Assault,-78.905 42.953,Riverside,NORTH,District D
1418,2020-10-10 15:30:00,Sexual Offense,-78.81383 42.855202,Seneca-Cazenovia,SOUTH,District A
1419,2020-10-10 15:32:00,Breaking & Entering,-78.826 42.855,Hopkins-Tifft,SOUTH,District A
1420,2020-10-10 16:00:00,Sexual Offense,-78.840473 42.906426,MLK Park,MASTEN,District C
1421,2020-10-10 16:00:00,Sexual Offense,-78.88 42.92,Elmwood Bidwell,DELAWARE,District D
1422,2020-10-10 17:00:00,Sexual Offense,-78.868 42.944,Parkside,NORTH,District D
1423,2020-10-10 17:01:00,Sexual Offense,-78.839 42.927,Fillmore-Leroy,MASTEN,District E
1424,2020-10-10 18:02:00,Assault,-78.84 42.939,Fillmore-Leroy,MASTEN,District E
1425,2020-10-10 18:55:00,Robbery,-78.858 42.958,North Park,DELAWARE,District D
1426,2020-10-10 19:00:00,Theft,-78.872 42.903,Elmwood Bryant,ELLICOTT,District B
1427,2020-10-10 19:35:00,Sexual Offense,-78.814 42.947,Kensington-Bailey,UNIVERSITY,District E
1428,2020-10-10 19:49:00,Breaking & Entering,-78.893 42.91,West Side,NIAGARA,District B
1429,2020-10-10 20:00:00,Sexual Offense,-78.81 42.946,Kensington-Bailey,UNIVERSITY,District E
1430,2020-10-10 20:16:00,Breaking & Entering,-78.869 42.956,North Park,NORTH,District D
1431,2020-10-10 20:49:00,Assault,-78.814 42.912,Genesee-Moselle,LOVEJOY,District C
1432,2020-10-10 20:59:00,Assault,-78.821 42.935,Kenfield,UNIVERSITY,District E
1433,2020-10-10 21:00:00,Sexual Offense,-78.865 42.951,North Park,DELAWARE,District D
1434,2020-10-10 21:32:00,Sexual Offense,-78.803 42.89,Lovejoy,LOVEJOY,District C
1435,2020-10-10 22:00:00,Sexual Offense,-78.888 42.927,Upper West Side,NIAGARA,District D
1436,2020-10-10 23:40:00,Robbery,-78.877 42.926,Elmwood Bidwell,DELAWARE,District D
1437,2020-10-11 00:00:00,Theft,-78.897 42.955,Riverside,NORTH,District D
1438,2020-10-11 00:00:00,Breaking & Entering,-78.826 42.856,South Park,SOUTH,District A
1439,2020-10-11 00:00:00,Theft,-78.869 42.958,North Park,DELAWARE,District D
1440,2020-10-11 00:35:00,Assault,-78.86 42.948,North Park,DELAWARE,District D
1441,2020-10-11 02:42:00,Assault,-78.9 42.939,Black Rock,NORTH,District D
1442,2020-10-11 03:55:00,Robbery,-78.826 42.954,University Heights,UNIVERSITY,District E
1443,2020-10-11 04:16:00,Assault,-78.8788965 42.8766797,Central,FILLMORE,District B
1444,2020-10-11 05:15:00,Sexual Offense,-78.875 42.917,Elmwood Bidwell,DELAWARE,District D
1445,2020-10-11 06:00:00,Theft,-78.826 42.873,Seneca Babcock,FILLMORE,District A
1446,2020-10-11 07:50:00,Sexual Offense,-78.84 42.909,MLK Park,ELLICOTT,District C
1447,2020-10-11 08:53:00,Breaking & Entering,-78.855 42.914,Masten Park,MASTEN,District E
1448,2020-10-11 09:09:00,Breaking & Entering,-78.817 42.9,Genesee-Moselle,FILLMORE,District C
1449,2020-10-11 09:58:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1450,2020-10-11 10:13:00,Breaking & Entering,-78.836 42.941,Central Park,MASTEN,District E
1451,2020-10-11 10:31:00,Sexual Offense,-78.808 42.87,Kaisertown,LOVEJOY,District A
1452,2020-10-11 10:44:00,Sexual Offense,-78.816 42.94,Kensington-Bailey,MASTEN,District E
1453,2020-10-11 11:30:00,Assault,-78.848 42.923,Hamlin Park,MASTEN,District E
1454,2020-10-11 12:00:00,Breaking & Entering,-78.811 42.948,Kensington-Bailey,UNIVERSITY,District E
1455,2020-10-11 12:02:00,Sexual Offense,-78.809 42.946,Kensington-Bailey,UNIVERSITY,District E
1456,2020-10-11 12:10:00,Robbery,-78.854 42.912,Masten Park,MASTEN,District C
1457,2020-10-11 13:30:00,Breaking & Entering,-78.852 42.909,Masten Park,ELLICOTT,District C
1458,2020-10-11 14:05:00,Assault,-78.818 42.896,Genesee-Moselle,FILLMORE,District C
1459,2020-10-11 16:00:00,Theft,-78.812 42.942,Kensington-Bailey,UNIVERSITY,District E
1460,2020-10-11 16:12:00,Sexual Offense,-78.86 42.893,Pratt-Willert,ELLICOTT,District B
1461,2020-10-11 17:00:00,Theft,-78.87 42.955,North Park,DELAWARE,District D
1462,2020-10-11 17:30:00,Breaking & Entering,-78.815 42.85,South Park,SOUTH,District A
1463,2020-10-11 17:39:00,Sexual Offense,-78.877 42.909,Elmwood Bryant,NIAGARA,District B
1464,2020-10-11 18:20:00,Sexual Offense,-78.887 42.908,West Side,NIAGARA,District B
1465,2020-10-11 18:30:00,Theft,-78.834 42.903,Broadway Fillmore,FILLMORE,District C
1466,2020-10-11 19:00:00,Sexual Offense,-78.897 42.955,Riverside,NORTH,District D
1467,2020-10-11 19:00:00,Breaking & Entering,-78.857 42.883,Pratt-Willert,ELLICOTT,District B
1468,2020-10-11 19:00:00,Theft,-78.869 42.958,North Park,DELAWARE,District D
1469,2020-10-11 20:00:00,Sexual Offense,-78.801 42.904,Schiller Park,LOVEJOY,District C
1470,2020-10-11 20:00:00,Sexual Offense,-78.802 42.886,Lovejoy,LOVEJOY,District C
1471,2020-10-11 20:04:00,Assault,-78.823 42.904,Genesee-Moselle,FILLMORE,District C
1472,2020-10-11 21:00:00,Sexual Offense,-78.85 42.929,Broadway Fillmore,FILLMORE,District C
1473,2020-10-11 21:00:00,Breaking & Entering,-78.866 42.937,Parkside,DELAWARE,District D
1474,2020-10-11 21:00:00,Sexual Offense,-78.82 42.842,Hopkins-Tifft,SOUTH,District A
1475,2020-10-11 22:00:00,Sexual Offense,-78.804 42.946,Kensington-Bailey,UNIVERSITY,District E
1476,2020-10-11 22:30:00,Assault,-78.8376557 42.9408615,Central Park,MASTEN,District E
1477,2020-10-11 22:30:00,Breaking & Entering,-78.855 42.907,Masten Park,ELLICOTT,District C
1478,2020-10-11 22:45:00,Theft,-78.87 42.892,Central,ELLICOTT,District B
1479,2020-10-11 23:42:00,Assault,-78.9 42.942,Black Rock,NORTH,District D
1480,2020-10-12 00:00:00,Sexual Offense,-78.799 42.916,Schiller Park,LOVEJOY,District C
